filename	predicted	ground_truth
common_voice_en_41597039_resampled.wav	Colis needs called the albamph are puveriantri executed ecoscrusion into modern electorenic classicar musical	"Kris needs called the album a ""brilliantly executed excursion into modern electronic classical music""."
common_voice_en_41597040_resampled.wav	It was their last disquard nover with uncovered by jos carvie	It was the last discworld novel with a cover by josh kirby.
common_voice_en_41597041_resampled.wav	It is one of the oddlest consaui schools in wonder	It is one of the oldest secondary schools in rwanda.
common_voice_en_41597042_resampled.wav	Se returned to kanza city where a sea did business calls it and took off his jows	She returned to kansas city where she did business courses and took office jobs.
common_voice_en_41597043_resampled.wav	There was one closs companion	There was one class: companion.
common_voice_en_41597044_resampled.wav	Twenty six tern halves follaworld in derofeser's footsips and poletper hels team	Twenty-six sons have followed in their fathers' footsteps and played for his team.
common_voice_en_41597045_resampled.wav	He is affariated with aony production	He is affiliated with aoni production.
common_voice_en_41597046_resampled.wav	Resisting theorocacal tendencies of his contemporaries herers crascal inch teyle	Resisting the rococo tendencies of his contemporaries, he was classical in style.
common_voice_en_41597047_resampled.wav	Wale duistition is nellocated on ploperti ond by neupot sere	Wilder station is now located on property owned by newport steel.
common_voice_en_41597048_resampled.wav	He also had uprether lons and a sister litte jan	He also had a brother, lawrence, and a sister, rita jane.
common_voice_en_41597049_resampled.wav	Constal observing systems are typically nationary founded and built awound national prioities	Coastal observing systems are typically nationally funded and built around national priorities.
common_voice_en_41597050_resampled.wav	No bach has been relaced by the pagricia till womede tispoblem	No patch has been released by the publisher to remedy this problem.
common_voice_en_41597051_resampled.wav	Dat a wave up it were a slob feature of sivibal of teir sons	"Dubbed a ""rave-up"", it was a feature of several of their songs."
common_voice_en_41597052_resampled.wav	This is the intuition behind the definition given above of a sub game	This is the intuition behind the definition given above of a subgame.
common_voice_en_41597053_resampled.wav	At home the least poter effective pompe virsion came into use	At home, the less battle-effective pompeii version came into use.
common_voice_en_41597054_resampled.wav	The stowis going townwolt lead to it being pader the wacht	The story's grim tone would lead to it being further re-worked.
common_voice_en_41597055_resampled.wav	He made hids hom in ou clar wisconcin	He made his home in eau claire, wisconsin.
common_voice_en_41597056_resampled.wav	For ine ovar two seasons he hastid awakry scaring brog on	For one or two seasons he hosted a weekly skating program.
common_voice_en_41597057_resampled.wav	Their hath are aplongto clusp if theyre lived without flober minteness	The huts are prone to collapse if they are left without proper maintenance.
common_voice_en_41597058_resampled.wav	Halslives of course could pull much greater weight than those	Horses, of course, could pull much greater weight than dogs.
common_voice_en_41597059_resampled.wav	Peretella oriso published other types of nauveruf doti fi decayed	Pepetela also published other types of novels during the decade.
common_voice_en_41597060_resampled.wav	A tempelate compate can be used to accillirate hamlets	A template compiler can be used to accelerate hamlets.
common_voice_en_41597061_resampled.wav	Laura asked why se saw te bid house	Lola asked why she sold the house.
common_voice_en_41597062_resampled.wav	The ribust's judgments were lemended to taurele	The reversed judgments were remanded to trial.
common_voice_en_41597063_resampled.wav	Hos te valleyball tonaments events beats dates familie piponites ad mor	Host to volleyball tournaments, events, beach days, family picnics and more.
common_voice_en_41597068_resampled.wav	Their coss country polite taste had been cuabiosly postpond twice dutle bad weather	The cross-country flight test had been previously postponed twice due to bad weather.
common_voice_en_41597069_resampled.wav	Keap lie a college football at louisiana lifet t	He played college football at louisiana-lafayette.
common_voice_en_41597070_resampled.wav	His wife litonwaith heath body till on the perzeniar	His wife returned with his body to old virginia.
common_voice_en_41597071_resampled.wav	Round to wide poglams introduced new witers to terac sycline	Learn to ride programs introduce new riders to track cycling.
common_voice_en_41597072_resampled.wav	He devoteds his university efvords to t e collovulative diserts in carls terly and denomix	He devotes his university efforts to collaborative research in chaos theory and genomics.
common_voice_en_41597073_resampled.wav	Edread he subsequementaris became leder of the oposisiom	Edward hay subsequently became leader of the opposition.
common_voice_en_41597074_resampled.wav	Their house anded surrounding landwas ociginally owned by their biscand boring blog	The house and surrounding land was originally owned by the viscount bolingbroke.
common_voice_en_41597075_resampled.wav	Social economic educational and with leisures thuogulums were larsurely non existence	Socio-economic, educational and religious programs were largely non-existent.
common_voice_en_41597076_resampled.wav	However feware a likely to name a candidate	However, fewer are likely to name a candidate.
common_voice_en_41597077_resampled.wav	The pod clothes were deformed into three additionla infantari paraliuns	The boat crews were re-formed into three additional infantry battalions.
common_voice_en_41597083_resampled.wav	Your hand my boy	Your hand, my boy!
common_voice_en_41597084_resampled.wav	Solsen beganon heats achustic caria attending peliodicari the lawyar darnish academy of pine earths	Thorsen began his artistic career attending periodically the royal danish academy of fine arts.
